Title,Document Name,Ark Identifier,July,August,September,Total
"Pacific Northwest Jazz Alliance records",xoe_cpnws0068pnwjazz.xml,80444/xv30110,0,5,3,8
"Oil in Washington Waters: Boon or Bane? conference photographs",xoe_cpnws0216oilwashconf.xml,80444/xv43453,5,2,1,8
"Bellingham Golf and Country Club since 1912 negatives",xoe_cpnws0324bhamgolfandcc.xml,80444/xv47772,0,0,8,8
"British Columbia Provincial Museum annual reports",xoe_cpnws0218bcprovmus.xml,80444/xv59832,0,0,8,8
"Miller (Mike) collection of British Columbia and Whatcom County maps",xoe_cpnws0315millermaps.xml,80444/xv95352,7,0,1,8
"Sumas Roundup Association records",xoe_cpnws0291sumasroundup.xml,80444/xv76846,3,0,5,8
"Hanvey (Les) mining records",xoe_cpnws0299hanveymining.xml,80444/xv98138,7,0,1,8
"Blaine Banner photographs",xoe_cpnws0282bbanner.xml,80444/xv86602,0,5,3,8
"Center for Pacific Northwest Studies postcard collection",xoe_cpnws0111cpnwspostcardcollection.xml,80444/xv59762,6,0,2,8
"Fourth Corner Registry records",xoe_cpnws0154fourthcorner.xml,80444/xv26354,0,0,7,7
"Brown (O. P.) papers",xoe_cpnws0103opbrownpapers.xml,80444/xv40378,1,2,4,7
"Lennart (Ernest Werner) papers",xoe_cpnws0180lennart.xml,80444/xv22042,4,1,2,7
"Thomas (J.E.) photographs",xoe_cpnws0242thomasphotos.xml,80444/xv62950,0,3,4,7
"Bellingham Municipal Dock records",xoe_cpnws0090bellinghammunicipaldock.xml,80444/xv65139,3,2,2,7
"Bacon, Crockett, and Donovan Family Genealogical Histories",xoe_cpnws0049bacon.xml,80444/xv98845,0,3,4,7
"Nelson (Edmund) papers",xoe_cpnws0209nelsoned.xml,80444/xv67868,2,4,1,7
"Railroad Commission of Washington maps",xoe_cpnws0223rrcommaps.xml,80444/xv05835,0,4,3,7
"Engberg (H.C.) photographs",xoe_cpnws0142engberg.xml,80444/xv72497,0,1,6,7
"Leedy family papers",xoe_cpnws0179leedy.xml,80444/xv64694,2,1,4,7
"MacPhail (Donald) papers",xoe_cpnws0184macphail.xml,80444/xv54934,0,6,1,7
"Duff (Nellie Browne) Papers",xoe_cpnws0138duff.xml,80444/xv71774,1,0,6,7
"Union Printing Company records",xoe_cpnws0072unionprintingco.xml,80444/xv16088,0,2,5,7
"Swift (Al) interview",xoe_cpnws0240alswiftinterview.xml,80444/xv97489,0,2,4,6
"Collection of Western Washington State College construction project materials",xoe_cpnws0261wwuconstruction.xml,80444/xv48687,2,2,2,6
"Moen (Einar) Papers",xoe_cpnws0340moen.xml,80444/xv01992,4,1,1,6
"Smith (Elmer) logging and shingle mill photographs",xoe_cpnws0330smithphotos.xml,80444/xv92276,3,0,3,6
"Teshera (Robert) Republican Party Records",xoe_cpnws0241tesherarep.xml,80444/xv83843,0,0,6,6
"Magnuson (Warren G.) 1972 interview materials",xoe_cpnws0186magnuson.xml,80444/xv28860,0,2,4,6
"Teck (Frank) papers",xoe_cpnws0071teck.xml,80444/xv83465,2,0,4,6
"Whatcom County Shoreline Inventory",xoe_cpnws0272wcsi.xml,80444/xv10965,2,0,4,6
"Holcombe family correspondence",xoe_cpnws0167holcombefamily.xml,80444/xv54779,0,1,5,6
"Tremaine (David) collection on the Clamdiggers Association",xoe_cpnws0336cda.xml,80444/xv61022,1,2,3,6
"Unknown",xoe_cpnws0012booker.xml,80444/xv83456,1,0,5,6
"Western Washington University faculty photographs",xoe_cpnws0264wwufphotos.xml,80444/xv90490,0,0,6,6
"Bellingham City Charter collection",xoe_cpnws0087bellinghamcharter.xml,80444/xv61123,0,1,5,6
"McInnis (Ray) typescripts",xoe_cpnws0190mcinnis.xml,80444/xv20959,4,0,1,5
"Kulshan Kiwanis Club records",xoe_cpnws0176kulshankiwanis.xml,80444/xv10690,4,0,1,5
"Gough (Barry M.) articles and papers",xoe_cpnws0159goughb.xml,80444/xv73587,4,0,1,5
"Kitsap Farmers Union Cooperative records",xoe_cpnws0312kitsapfarmers.xml,80444/xv02508,4,0,1,5
"Northwest Washington Fair Association records",xoe_cpnws0214nwwashfair.xml,80444/xv77994,3,0,2,5
"Fish trap location maps",xoe_cpnws0152fishtrap.xml,80444/xv25708,0,0,5,5
"Bellingham Chamber of Commerce records",xoe_cpnws0086bccr.xml,80444/xv92977,0,0,5,5
"Center for Pacific Northwest Studies slides",xoe_cpnws0114cpnwsslides.xml,80444/xv96670,0,0,5,5
"Lyle (Roland C.) map collection",xoe_cpnws0183lylemap.xml,80444/xv62423,3,1,1,5
"American Federation of Teachers Local 2084 records",xoe_cpnws0290aft.xml,80444/xv61270,4,0,1,5
"Washington State Climatological records",xoe_cpnws0252waclimate.xml,80444/xv23620,0,3,2,5
"Hammes (Jean) photographs",xoe_cpnws0160hammesj.xml,80444/xv83081,2,2,1,5
"Minckler (Mark) map collection",xoe_cpnws0199minckler.xml,80444/xv20196,1,2,2,5
"Parent-Teacher Association records for Eureka, Franklin, Roosevelt and Sehome schools",xoe_cpnws0094bhamparentteacherassociation.xml,80444/xv52999,1,1,3,5
"Tikka (Rubin) film footage of Commercial Fishing in Clam Gulch, Alaska",xoe_cpnws0303rubintikka.xml,80444/xv85772,4,0,1,5
"Scott (James W.) collection of Washington: A Centennial Atlas material",xoe_cpnws0228scottcentatlas.xml,80444/xv70128,4,0,1,5
"Hitchman (James) collection",xoe_cpnws0165hitchman.xml,80444/xv13116,3,1,1,5
"Delmont Land Company minute book",xoe_cpnws0125delmontlandminutebook.xml,80444/xv50097,2,0,2,4
"Murray (Keith A.) papers",xoe_cpnws0206murray.xml,80444/xv82782,2,1,1,4
"Western Gallery collection of Washington State images",xoe_cpnws0260westerngallery.xml,80444/xv53370,0,2,2,4
"Institute for Freshwater Studies records",xoe_cpnws0168institutefreshwater.xml,80444/xv97393,0,0,4,4
"Nelson (Oliver) negatives",xoe_cpnws0316nelsonoliver.xml,80444/xv22488,0,1,3,4
"Ferndale Oil Industry research records",xoe_cpnws0150ferndaleoil.xml,80444/xv95117,0,1,3,4
"Bellingham Federal Building photographs",xoe_cpnws0149fedbuilding.xml,80444/xv86999,0,1,3,4
"Mischaikow (Michael K.) papers",xoe_cpnws0203mischaikow.xml,80444/xv51660,0,0,4,4
"Crape (Ila Flowers) photographs and manuscripts",xoe_cpnws0121ilaflowerscrape.xml,80444/xv54663,0,1,3,4
"Whatcom County Weather Observational Data reports",xoe_cpnws0256weatherdata.xml,80444/xv22247,1,1,2,4
"Seeger (M.W.) papers",xoe_cpnws0230seeger.xml,80444/xv67242,0,0,4,4
"Hutchinson (Jack) Papers",xoe_sc0008hutchinsonj.xml,80444/xv56060,0,3,1,4
"Turbeville (Daniel E.) photographs",xoe_cpnws0247turbeville.xml,80444/xv94413,0,0,4,4
